domain,record_name,ttl,txt_string,rawText
53.com,53.com.,144,h1-domain-verification=tT9r65oCprXEk2MjuPanwYoMeMyCRDtRv5jomHXAovPD25JH,"53.com. 144 IN TXT ""record"" ""h1-domain-verification=tT9r65oCprXEk2MjuPanwYoMeMyCRDtRv5jomHXAovPD25JH"""
53.com,53.com.,144,miro-verification=6001b096ad777db85da43c981217db92b9d8ff41,"53.com. 144 IN TXT ""miro-verification=6001b096ad777db85da43c981217db92b9d8ff41"""
53.com,53.com.,144,wiz-domain-verification=55c88504ab90f86fa0ea13c108cf9204bccbdb020e4e5b86e6e18c94f0c511eb,"53.com. 144 IN TXT ""wiz-domain-verification=55c88504ab90f86fa0ea13c108cf9204bccbdb020e4e5b86e6e18c94f0c511eb"""
53.com,53.com.,144,facebook-domain-verification=8t1lpn9acmr5jnwcwgoffdunavc3xp,"53.com. 144 IN TXT ""facebook-domain-verification=8t1lpn9acmr5jnwcwgoffdunavc3xp"""
53.com,53.com.,144,airtable-verification=09195a144cb9b46cff740c5db01d15b9,"53.com. 144 IN TXT ""airtable-verification=09195a144cb9b46cff740c5db01d15b9"""
53.com,53.com.,144,box-domain-verification=dd175ce55972bac2ce57e6039fde061407625c609fc96d902da1c102152b846a,"53.com. 144 IN TXT ""box-domain-verification=dd175ce55972bac2ce57e6039fde061407625c609fc96d902da1c102152b846a"""
53.com,53.com.,144,h1-domain-verification=E6VYviy6KgeumUUuryyk84XUCcK3vTSKELr4pvBYeR2CBCiB,"53.com. 144 IN TXT ""h1-domain-verification=E6VYviy6KgeumUUuryyk84XUCcK3vTSKELr4pvBYeR2CBCiB"""
53.com,53.com.,144,apple-domain-verification=ewGpXpa7m9Xl9AsO,"53.com. 144 IN TXT ""apple-domain-verification=ewGpXpa7m9Xl9AsO"""
53.com,53.com.,144,google-site-verification=m7KrDC5ejE8g_xWzI-kEupEJwkmJljVh5iGIE65Hn_I,"53.com. 144 IN TXT ""google-site-verification=m7KrDC5ejE8g_xWzI-kEupEJwkmJljVh5iGIE65Hn_I"""
53.com,53.com.,144,docusign=e2af1352-7ebc-45fc-a4ba-98813818cf58,"53.com. 144 IN TXT ""docusign=e2af1352-7ebc-45fc-a4ba-98813818cf58"""
53.com,53.com.,144,Dynatrace-site-verification=0c59fba2-b0d2-47a7-9aa7-3c7948a8bf2b__1q5lagg7s628c7j66ojrguitev,"53.com. 144 IN TXT ""Dynatrace-site-verification=0c59fba2-b0d2-47a7-9aa7-3c7948a8bf2b__1q5lagg7s628c7j66ojrguitev"""
53.com,53.com.,144,v=spf1 mx include:spf.53.com include:spf2.53.com -all,"53.com. 144 IN TXT ""v=spf1 mx include:spf.53.com include:spf2.53.com -all"""
53.com,53.com.,144,pinterest-site-verification=95eb5462292506f452d8cf2570f3085a,"53.com. 144 IN TXT ""pinterest-site-verification=95eb5462292506f452d8cf2570f3085a"""
53.com,53.com.,144,atlassian-domain-verification=pgukZ7b9Z/pnX2NqppgAuV4keEx7rJHFnZBFQzD4XaiKZa8tGb110ia0cpufBz9/,"53.com. 144 IN TXT ""atlassian-domain-verification=pgukZ7b9Z/pnX2NqppgAuV4keEx7rJHFnZBFQzD4XaiKZa8tGb110ia0cpufBz9/"""
53.com,53.com.,144,docusign=96e10571-23c3-4153-b54a-0ed4b93f983b,"53.com. 144 IN TXT ""docusign=96e10571-23c3-4153-b54a-0ed4b93f983b"""
53.com,53.com.,144,h1-domain-verification=jKqnte8HkHwCAF5ALShCaemFq5d4Nj73EkGXhvfjB8KjazWM,"53.com. 144 IN TXT ""h1-domain-verification=jKqnte8HkHwCAF5ALShCaemFq5d4Nj73EkGXhvfjB8KjazWM"""
53.com,53.com.,144,figma-domain-verification=ef1cfadf00fe846021ee5e59cc8e153e09a249754ca59f67bbb69df67736084f-1725994777,"53.com. 144 IN TXT ""figma-domain-verification=ef1cfadf00fe846021ee5e59cc8e153e09a249754ca59f67bbb69df67736084f-1725994777"""
53.com,53.com.,144,atlassian-domain-verification=hltWWN6HmXIOKq8G7bT/FhswZtscFsuqkGLaNqBF8RK77XJ5xHWcgSJDxKRkUSEy,"53.com. 144 IN TXT ""atlassian-domain-verification=hltWWN6HmXIOKq8G7bT/FhswZtscFsuqkGLaNqBF8RK77XJ5xHWcgSJDxKRkUSEy"""
53.com,53.com.,144,hubspot-domain-verification=OWZiN2E4NWYtMWNhZi00NmI5LWIxYjYtNTc2YmI0ZWM3NWE4,"53.com. 144 IN TXT ""hubspot-domain-verification=OWZiN2E4NWYtMWNhZi00NmI5LWIxYjYtNTc2YmI0ZWM3NWE4"""
53.com,53.com.,144,google-site-verification=5HibfSPCvhT-kWIv-pGQcRFtd8ePaEmpKeoigAnveOg,"53.com. 144 IN TXT ""google-site-verification=5HibfSPCvhT-kWIv-pGQcRFtd8ePaEmpKeoigAnveOg"""
5f.com.br,5f.com.br.,14400,teamviewer-sso-verification=00656f2c66d2409696d7f56bb0bfdfbd,"5f.com.br.		14400	IN	TXT	""teamviewer-sso-verification=00656f2c66d2409696d7f56bb0bfdfbd"""
5f.com.br,5f.com.br.,14400,v=spf1 include:campaigns.structuredweb.com include:_spf.mail.hostinger.com include:_spf.google.com include:zeptomail.net include:_spf.rdstation.com.br include:sendgrid.net ~all,"5f.com.br.		14400	IN	TXT	""v=spf1 include:campaigns.structuredweb.com include:_spf.mail.hostinger.com include:_spf.google.com include:zeptomail.net include:_spf.rdstation.com.br include:sendgrid.net ~all"""
5f.com.br,5f.com.br.,14400,google-site-verification=tz4jQUckbB8xdMBGVhfYq8zmZA7R5dweTpOUnqaCeOs,"5f.com.br.		14400	IN	TXT	""google-site-verification=tz4jQUckbB8xdMBGVhfYq8zmZA7R5dweTpOUnqaCeOs"""
aa.com,aa.com.,300,ms-domain-verification=f6d48ff7-7f5d-497d-a030-60de7d6cc16d,"aa.com. 300 IN TXT ""ms-domain-verification=f6d48ff7-7f5d-497d-a030-60de7d6cc16d"""
aa.com,aa.com.,300,smartsheet-site-validation=o5w--wmz-ypDcMIaYltIoc8rl9GVtLOz,"aa.com. 300 IN TXT ""smartsheet-site-validation=o5w--wmz-ypDcMIaYltIoc8rl9GVtLOz"""
aa.com,aa.com.,300,uber-domain-verification=17cf8bf3-d883-40f8-b478-95fc8d6f6ccb,"aa.com. 300 IN TXT ""uber-domain-verification=17cf8bf3-d883-40f8-b478-95fc8d6f6ccb"""
aa.com,aa.com.,300,google-site-verification=A34USNZ3lUylO3bw2hecHnCdud_Ibf5QQGp8cyUPItI,"aa.com. 300 IN TXT ""google-site-verification=A34USNZ3lUylO3bw2hecHnCdud_Ibf5QQGp8cyUPItI"""
aa.com,aa.com.,300,google-site-verification=IWp1_J5EtXQ3m0h3FHU8iin0y8KB5NrAUmIRWVZUEgM,"aa.com. 300 IN TXT ""google-site-verification=IWp1_J5EtXQ3m0h3FHU8iin0y8KB5NrAUmIRWVZUEgM"""
aa.com,aa.com.,300,google-site-verification=MlCd58DTNUAKwFUH4uo5bi6oF5672n4YR0pfSr8DfQo,"aa.com. 300 IN TXT ""google-site-verification=MlCd58DTNUAKwFUH4uo5bi6oF5672n4YR0pfSr8DfQo"""
aa.com,aa.com.,300,google-site-verification=TqCzk3YeRjQC3aV8ZnhzLZ_4PG3v2eLN7TCrZEoIRas,"aa.com. 300 IN TXT ""google-site-verification=TqCzk3YeRjQC3aV8ZnhzLZ_4PG3v2eLN7TCrZEoIRas"""
aa.com,aa.com.,300,google-site-verification=dZIYXDh-hXpVIxwE5adItfWo3XPuENVm6D_zV_8Ffqo,"aa.com. 300 IN TXT ""google-site-verification=dZIYXDh-hXpVIxwE5adItfWo3XPuENVm6D_zV_8Ffqo"""
aa.com,aa.com.,300,infoblox-domain-mastery=dc6fb6dbf66824ac06bb988f8283d469d2e0f69b271ea676a41d7f0a23f406abed,"aa.com. 300 IN TXT ""infoblox-domain-mastery=dc6fb6dbf66824ac06bb988f8283d469d2e0f69b271ea676a41d7f0a23f406abed"""
aa.com,aa.com.,300,Dynatrace-site-verification=928cac27-db8d-419b-8167-42fe8a72b013__78n145kc0rt4782o06drskla20,"aa.com. 300 IN TXT ""Dynatrace-site-verification=928cac27-db8d-419b-8167-42fe8a72b013__78n145kc0rt4782o06drskla20"""
aa.com,aa.com.,300,cisco-ci-domain-verification=4b9e6838d89e76ea60df2660c3ba899fcb8963003c0245109ba6bf614c480d25,"aa.com. 300 IN TXT ""cisco-ci-domain-verification=4b9e6838d89e76ea60df2660c3ba899fcb8963003c0245109ba6bf614c480d25"""
aa.com,aa.com.,300,webexdomainverification.4C675B8BBCC3B136E053AB06FC0A3F65=f583bef7-8cf0-486c-8da5-964d3ebc02b6,"aa.com. 300 IN TXT ""webexdomainverification.4C675B8BBCC3B136E053AB06FC0A3F65=f583bef7-8cf0-486c-8da5-964d3ebc02b6"""
aa.com,aa.com.,300,webexdomainverification.4e7d270283bce33ee053ad06fc0a283e=17f431d2-cc96-4a41-91f5-53b3fb8ec59e,"aa.com. 300 IN TXT ""webexdomainverification.4e7d270283bce33ee053ad06fc0a283e=17f431d2-cc96-4a41-91f5-53b3fb8ec59e"""
aa.com,aa.com.,300,atlassian-domain-verification=w7x4okezn3mefO16AO/CimT5Om4IJ0N6v09XH/wm8dj3vnt/x9CL5WZKT1BFmpuk,"aa.com. 300 IN TXT ""atlassian-domain-verification=w7x4okezn3mefO16AO/CimT5Om4IJ0N6v09XH/wm8dj3vnt/x9CL5WZKT1BFmpuk"""
aa.com,aa.com.,300,v=spf1 include:spf.protection.outlook.com include:onprem.aa.com include:_spf-dc4.sapsf.com include:spf.aa.com,"aa.com. 300 IN TXT ""v=spf1 include:spf.protection.outlook.com include:onprem.aa.com include:_spf-dc4.sapsf.com include:spf.aa.com"" "" ip4:169.55.103.7 ip4:169.55.103.8 ip4:169.44.200.37"" "" ip4:169.44.200.38 ip4:136.147.176.0/20 ip4:13.111.0.0/18 ip4:70.42.227.151 ip4:70.42.227.152 ip4:146.20.91.152"" "" ip4:146.20.91.153 ip4:66.48.80.132 ip4:204.232.172.40 ip4:161.47.34.7 ip4:108.166.43.0/24 ip4:173.203.2.22"" "" ip4:12.104.201.5 ip4:91.198.224.29/32 ip4:194.37.255.29/32 ~all"""
aa.com,aa.com.,300,ip4:169.55.103.7 ip4:169.55.103.8 ip4:169.44.200.37,"aa.com. 300 IN TXT ""v=spf1 include:spf.protection.outlook.com include:onprem.aa.com include:_spf-dc4.sapsf.com include:spf.aa.com"" "" ip4:169.55.103.7 ip4:169.55.103.8 ip4:169.44.200.37"" "" ip4:169.44.200.38 ip4:136.147.176.0/20 ip4:13.111.0.0/18 ip4:70.42.227.151 ip4:70.42.227.152 ip4:146.20.91.152"" "" ip4:146.20.91.153 ip4:66.48.80.132 ip4:204.232.172.40 ip4:161.47.34.7 ip4:108.166.43.0/24 ip4:173.203.2.22"" "" ip4:12.104.201.5 ip4:91.198.224.29/32 ip4:194.37.255.29/32 ~all"""
aa.com,aa.com.,300,ip4:169.44.200.38 ip4:136.147.176.0/20 ip4:13.111.0.0/18 ip4:70.42.227.151 ip4:70.42.227.152 ip4:146.20.91.152,"aa.com. 300 IN TXT ""v=spf1 include:spf.protection.outlook.com include:onprem.aa.com include:_spf-dc4.sapsf.com include:spf.aa.com"" "" ip4:169.55.103.7 ip4:169.55.103.8 ip4:169.44.200.37"" "" ip4:169.44.200.38 ip4:136.147.176.0/20 ip4:13.111.0.0/18 ip4:70.42.227.151 ip4:70.42.227.152 ip4:146.20.91.152"" "" ip4:146.20.91.153 ip4:66.48.80.132 ip4:204.232.172.40 ip4:161.47.34.7 ip4:108.166.43.0/24 ip4:173.203.2.22"" "" ip4:12.104.201.5 ip4:91.198.224.29/32 ip4:194.37.255.29/32 ~all"""
aa.com,aa.com.,300,ip4:146.20.91.153 ip4:66.48.80.132 ip4:204.232.172.40 ip4:161.47.34.7 ip4:108.166.43.0/24 ip4:173.203.2.22,"aa.com. 300 IN TXT ""v=spf1 include:spf.protection.outlook.com include:onprem.aa.com include:_spf-dc4.sapsf.com include:spf.aa.com"" "" ip4:169.55.103.7 ip4:169.55.103.8 ip4:169.44.200.37"" "" ip4:169.44.200.38 ip4:136.147.176.0/20 ip4:13.111.0.0/18 ip4:70.42.227.151 ip4:70.42.227.152 ip4:146.20.91.152"" "" ip4:146.20.91.153 ip4:66.48.80.132 ip4:204.232.172.40 ip4:161.47.34.7 ip4:108.166.43.0/24 ip4:173.203.2.22"" "" ip4:12.104.201.5 ip4:91.198.224.29/32 ip4:194.37.255.29/32 ~all"""
aa.com,aa.com.,300,ip4:12.104.201.5 ip4:91.198.224.29/32 ip4:194.37.255.29/32 ~all,"aa.com. 300 IN TXT ""v=spf1 include:spf.protection.outlook.com include:onprem.aa.com include:_spf-dc4.sapsf.com include:spf.aa.com"" "" ip4:169.55.103.7 ip4:169.55.103.8 ip4:169.44.200.37"" "" ip4:169.44.200.38 ip4:136.147.176.0/20 ip4:13.111.0.0/18 ip4:70.42.227.151 ip4:70.42.227.152 ip4:146.20.91.152"" "" ip4:146.20.91.153 ip4:66.48.80.132 ip4:204.232.172.40 ip4:161.47.34.7 ip4:108.166.43.0/24 ip4:173.203.2.22"" "" ip4:12.104.201.5 ip4:91.198.224.29/32 ip4:194.37.255.29/32 ~all"""
aa.com,aa.com.,300,successfactors-site-verification=ODk2NmM5NzI1MTQyNWFkMGM5NmY5YWYxNmZkZGM2NWJhOGE4OWQ1ODYwNmQyOGYyOGU4MjcyMjk2MmZjMzE4Ng==,"aa.com. 300 IN TXT ""successfactors-site-verification=ODk2NmM5NzI1MTQyNWFkMGM5NmY5YWYxNmZkZGM2NWJhOGE4OWQ1ODYwNmQyOGYyOGU4MjcyMjk2MmZjMzE4Ng=="""
aa.com,aa.com.,300,r9416799dt2rlt0o47f0hja26a,"aa.com. 300 IN TXT ""r9416799dt2rlt0o47f0hja26a"""
aa.com,aa.com.,300,_yy4ib5weq0yj733yz1i54zjbl3t45wm,"aa.com. 300 IN TXT ""_yy4ib5weq0yj733yz1i54zjbl3t45wm"""
aa.com,aa.com.,300,asv=c3b52355d8e462ae1e38b8f28ee8b818,"aa.com. 300 IN TXT ""asv=c3b52355d8e462ae1e38b8f28ee8b818"""
aa.com,aa.com.,300,apple-domain-verification=VSG92QlVEH8qFrSK,"aa.com. 300 IN TXT ""apple-domain-verification=VSG92QlVEH8qFrSK"""
aa.com,aa.com.,300,jamf-site-verification=jPwbspOvavSmZtgfszxLAg,"aa.com. 300 IN TXT ""jamf-site-verification=jPwbspOvavSmZtgfszxLAg"""
aa.com,aa.com.,300,amazonses:HO/GT9BMm+jjDYSXpPnCsDJG/Apme4R8qI2Pd/rwpek=,"aa.com. 300 IN TXT ""amazonses:HO/GT9BMm+jjDYSXpPnCsDJG/Apme4R8qI2Pd/rwpek="""
aa.com,aa.com.,300,amazonses:WWgi/cimZNBMUTaL6vENIdRE+olrkfUVqq0nKtFUU3s=,"aa.com. 300 IN TXT ""amazonses:WWgi/cimZNBMUTaL6vENIdRE+olrkfUVqq0nKtFUU3s="""
aa.com,aa.com.,300,mongodb-site-verification=FEXmQB6dWXMrdS1bmQEsBMRXfglMmuNr,"aa.com. 300 IN TXT ""mongodb-site-verification=FEXmQB6dWXMrdS1bmQEsBMRXfglMmuNr"""
aa.com,aa.com.,300,mongodb-site-verification=rE3HOnngegvIjlv04r8bF57HhGEkKRP9,"aa.com. 300 IN TXT ""mongodb-site-verification=rE3HOnngegvIjlv04r8bF57HhGEkKRP9"""
aa.com,aa.com.,300,edb-biganimal-verification=UgPBZw7tazPQEGN4NZu7kcHqBkKAotEx,"aa.com. 300 IN TXT ""edb-biganimal-verification=UgPBZw7tazPQEGN4NZu7kcHqBkKAotEx"""
aa.com,aa.com.,300,ms-domain-verification=66cc83f8-4dcf-4e56-93ef-db981612bcef,"aa.com. 300 IN TXT ""ms-domain-verification=66cc83f8-4dcf-4e56-93ef-db981612bcef"""
aa.com,aa.com.,300,ms-domain-verification=7882b656-bb77-46a7-ace1-5e98991a8f60,"aa.com. 300 IN TXT ""ms-domain-verification=7882b656-bb77-46a7-ace1-5e98991a8f60"""
aappr.org,aappr.org.,3600,a5cdikubblmdfku3af68pmjrgp,"aappr.org.		3600	IN	TXT	""a5cdikubblmdfku3af68pmjrgp"""
aappr.org,aappr.org.,3600,google-site-verification=oQ4XlHYM4auqP_1PtxcrKOZyG7jeBdy91G5BUl12_JA,"aappr.org.		3600	IN	TXT	""google-site-verification=oQ4XlHYM4auqP_1PtxcrKOZyG7jeBdy91G5BUl12_JA"""
aappr.org,aappr.org.,3600,asv=056e62d55b4e58706d6d6150c9b18d2f,"aappr.org.		3600	IN	TXT	""asv=056e62d55b4e58706d6d6150c9b18d2f"""
aappr.org,aappr.org.,3600,google-site-verification=FvhYxJtECukStIvmZibcPB8-2R13aE4r7rfvTbNCrIY,"aappr.org.		3600	IN	TXT	""google-site-verification=FvhYxJtECukStIvmZibcPB8-2R13aE4r7rfvTbNCrIY"""
aappr.org,aappr.org.,3600,1password-site-verification=22PCEMT4UFHNFPHCMTFFXNVCDE,"aappr.org.		3600	IN	TXT	""1password-site-verification=22PCEMT4UFHNFPHCMTFFXNVCDE"""
aappr.org,aappr.org.,3600,v=spf1 include:spf.protection.outlook.com include:mail2.netronixcorp.com include:mailsender.badgecert.com -all,"aappr.org.		3600	IN	TXT	""v=spf1 include:spf.protection.outlook.com include:mail2.netronixcorp.com include:mailsender.badgecert.com -all"""
abbott.com,abbott.com.,300,mongodb-site-verification=ze78QAaX14dVB29KqKSlXeiCxn1p9sJY,"abbott.com. 300 IN TXT ""mongodb-site-verification=ze78QAaX14dVB29KqKSlXeiCxn1p9sJY"""
abbott.com,abbott.com.,300,txt=airtable-verification=48fad7642f7cc9459397491e8f932380,"abbott.com. 300 IN TXT ""txt=airtable-verification=48fad7642f7cc9459397491e8f932380"""
abbott.com,abbott.com.,300,facebook-domain-verification=92i3h4blel76g6och8huzuwwh45ur6,"abbott.com. 300 IN TXT ""facebook-domain-verification=92i3h4blel76g6och8huzuwwh45ur6"""
abbott.com,abbott.com.,300,mixpanel-domain-verify=6ae0b57e-7055-4d2a-8a5f-9500882d9006,"abbott.com. 300 IN TXT ""mixpanel-domain-verify=6ae0b57e-7055-4d2a-8a5f-9500882d9006"""
abbott.com,abbott.com.,300,ms-domain-verification=0b96b69c-f93a-4761-a167-078f128d764e,"abbott.com. 300 IN TXT ""ms-domain-verification=0b96b69c-f93a-4761-a167-078f128d764e"""
abbott.com,abbott.com.,300,smartsheet-site-validation=hjijcEjtk6kz6rE180roNoh7KWwwMYg6,"abbott.com. 300 IN TXT ""smartsheet-site-validation=hjijcEjtk6kz6rE180roNoh7KWwwMYg6"""
abbott.com,abbott.com.,300,smartsheet-site-validation=iuy7NV4MZfH__pUeWD0F9GTuMEHzXa0x,"abbott.com. 300 IN TXT ""smartsheet-site-validation=iuy7NV4MZfH__pUeWD0F9GTuMEHzXa0x"""
abbott.com,abbott.com.,300,smartsheet-site-validation=sJy4aQuYiwEi_FP_DhmHrDfj6DpdUwPC,"abbott.com. 300 IN TXT ""smartsheet-site-validation=sJy4aQuYiwEi_FP_DhmHrDfj6DpdUwPC"""
abbott.com,abbott.com.,300,smartsheet-site-validation=wqTS0CU3wfs-GIWo93YV3ymOtWHxK6wB,"abbott.com. 300 IN TXT ""smartsheet-site-validation=wqTS0CU3wfs-GIWo93YV3ymOtWHxK6wB"""
abbott.com,abbott.com.,300,workplace-domain-verification=w4O3yQn4IYQCq6jUlvFI3d6zZfRrOk,"abbott.com. 300 IN TXT ""workplace-domain-verification=w4O3yQn4IYQCq6jUlvFI3d6zZfRrOk"""
abbott.com,abbott.com.,300,onetrust-domain-verification=0ce82ca3cee2422ebd0e14374d58ae1a,"abbott.com. 300 IN TXT ""onetrust-domain-verification=0ce82ca3cee2422ebd0e14374d58ae1a"""
abbott.com,abbott.com.,300,onetrust-domain-verification=a378a6b8e61444efa4735ecd0787bb01,"abbott.com. 300 IN TXT ""onetrust-domain-verification=a378a6b8e61444efa4735ecd0787bb01"""
abbott.com,abbott.com.,300,onetrust-domain-verification=a4682f682152453782b566a63edb8da0,"abbott.com. 300 IN TXT ""onetrust-domain-verification=a4682f682152453782b566a63edb8da0"""
abbott.com,abbott.com.,300,onetrust-domain-verification=c05c43c0146b4a089d407f89c1048df6,"abbott.com. 300 IN TXT ""onetrust-domain-verification=c05c43c0146b4a089d407f89c1048df6"""
abbott.com,abbott.com.,300,onetrust-domain-verification=eb5d156a223a432d96315c81dbea19bf,"abbott.com. 300 IN TXT ""onetrust-domain-verification=eb5d156a223a432d96315c81dbea19bf"""
abbott.com,abbott.com.,300,webexdomainverification.=4a73f71b-3f6a-4faf-a835-dcba9e97fd94,"abbott.com. 300 IN TXT ""webexdomainverification.=4a73f71b-3f6a-4faf-a835-dcba9e97fd94"""
abbott.com,abbott.com.,300,onetrust-domain-verification=b1b6b92760bb4500b03c6e608bdb3a39,"abbott.com. 300 IN TXT "" onetrust-domain-verification=b1b6b92760bb4500b03c6e608bdb3a39"""
abbott.com,abbott.com.,300,google-site-verification=-T76BmvilCeBrqBCUmJ1mg3XAaCUrsXZYxye-RhPBIY,"abbott.com. 300 IN TXT ""google-site-verification=-T76BmvilCeBrqBCUmJ1mg3XAaCUrsXZYxye-RhPBIY"""
abbott.com,abbott.com.,300,google-site-verification=2EBZ-K4ysElK4Onx1wynyQHTAI258Y1Nz1sB4XFkPto,"abbott.com. 300 IN TXT ""google-site-verification=2EBZ-K4ysElK4Onx1wynyQHTAI258Y1Nz1sB4XFkPto"""
abbott.com,abbott.com.,300,google-site-verification=7HNhxj5lJSe2K-quBflDyqnoAeAzJIAgPm6xBkCuHuY,"abbott.com. 300 IN TXT ""google-site-verification=7HNhxj5lJSe2K-quBflDyqnoAeAzJIAgPm6xBkCuHuY"""
abbott.com,abbott.com.,300,google-site-verification=8DUyQULweFGw1lZwLbISdZSnwL7kGn-pV15Ylvl7mno,"abbott.com. 300 IN TXT ""google-site-verification=8DUyQULweFGw1lZwLbISdZSnwL7kGn-pV15Ylvl7mno"""
abbott.com,abbott.com.,300,google-site-verification=DJRMoJH0aF78YQ_7OMimfwrIfejazV68D0jIXUcfslE,"abbott.com. 300 IN TXT ""google-site-verification=DJRMoJH0aF78YQ_7OMimfwrIfejazV68D0jIXUcfslE"""
abbott.com,abbott.com.,300,google-site-verification=GuUOZw5PVNLwqTypdGILIO39RMlDQNg3oZeLZlF819k,"abbott.com. 300 IN TXT ""google-site-verification=GuUOZw5PVNLwqTypdGILIO39RMlDQNg3oZeLZlF819k"""
abbott.com,abbott.com.,300,google-site-verification=M20RcWI2Z65M59WtDscjd2TaWy-MLBoP61rvKANPwOE,"abbott.com. 300 IN TXT ""google-site-verification=M20RcWI2Z65M59WtDscjd2TaWy-MLBoP61rvKANPwOE"""
abbott.com,abbott.com.,300,google-site-verification=RP-eDvaSBjGcJpiqU0nrSEXsXCyg_QquLxmKlA6xNwg,"abbott.com. 300 IN TXT ""google-site-verification=RP-eDvaSBjGcJpiqU0nrSEXsXCyg_QquLxmKlA6xNwg"""
abbott.com,abbott.com.,300,google-site-verification=Ttn85HDUHnGKrYS0BGA0crG1LmHO91YlN6jClzLKq0M,"abbott.com. 300 IN TXT ""google-site-verification=Ttn85HDUHnGKrYS0BGA0crG1LmHO91YlN6jClzLKq0M"""
abbott.com,abbott.com.,300,google-site-verification=b6lhlDbUwz8mXxaVN_t2JzP20K0gXJ8zogB3C26MDpM,"abbott.com. 300 IN TXT ""google-site-verification=b6lhlDbUwz8mXxaVN_t2JzP20K0gXJ8zogB3C26MDpM"""
abbott.com,abbott.com.,300,google-site-verification=bAwzBhueXCksnu_4JIU8P6wngVT1DQ6mdTn847ibfmg,"abbott.com. 300 IN TXT ""google-site-verification=bAwzBhueXCksnu_4JIU8P6wngVT1DQ6mdTn847ibfmg"""
